source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
B/Plasma cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,1.3276728160089675e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,2.734374347799831e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnEpi cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,8.802464273355114e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,2.0621200032436302e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Epithelial cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,1.757862545898179e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Erythrocytes,Endothelial cells,TGFB2,ACVR1B_TGFbR2,1.2332727924305202e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mast cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,5.2995512152915096e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,2.2174470098491233e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,1.8665897113471995e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,1.660278530725538e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,Endothelial cells,TGFB2,ACVR1B_TGFbR2,2.9355059590933963e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,EnS cells,TGFB2,ACVR1B_TGFbR2,7.110231940343965e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,EnS cells,TGFB2,ACVR1B_TGFbR2,5.3621547005924535e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,EnS cells,TGFB2,ACVR1B_TGFbR2,5.766067853485924e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,EnS cells,TGFB2,ACVR1B_TGFbR2,4.85369498994684e-6,0.01,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,EnS cells,TGFB2,ACVR1B_TGFbR2,7.633261946277502e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Epithelial cells,TGFB2,ACVR1B_TGFbR2,9.363181855601468e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,Epithelial cells,TGFB2,ACVR1B_TGFbR2,7.061210224300406e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Epithelial cells,Epithelial cells,TGFB2,ACVR1B_TGFbR2,6.01935903711072e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Epithelial cells,TGFB2,ACVR1B_TGFbR2,7.593102110688609e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,Epithelial cells,TGFB2,ACVR1B_TGFbR2,6.391647145794806e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,Epithelial cells,TGFB2,ACVR1B_TGFbR2,5.6851803816917965e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,Epithelial cells,TGFB2,ACVR1B_TGFbR2,1.005193006880373e-5,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Mesenchymal cells,TGFB2,ACVR1B_TGFbR2,6.201237873413782e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Mesenchymal cells,TGFB2,ACVR1B_TGFbR2,5.028916192340007e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,Mesenchymal cells,TGFB2,ACVR1B_TGFbR2,6.6574029164095345e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Myeloid cells,TGFB2,ACVR1B_TGFbR2,7.23940317356182e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,Myeloid cells,TGFB2,ACVR1B_TGFbR2,5.459568389844124e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Myeloid cells,TGFB2,ACVR1B_TGFbR2,5.870820321673327e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,Myeloid cells,TGFB2,ACVR1B_TGFbR2,4.941870262170093e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,Myeloid cells,TGFB2,ACVR1B_TGFbR2,7.77193662198912e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Smooth muscle cells,TGFB2,ACVR1B_TGFbR2,8.489802580874844e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,Smooth muscle cells,TGFB2,ACVR1B_TGFbR2,6.402552673250715e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Epithelial cells,Smooth muscle cells,TGFB2,ACVR1B_TGFbR2,5.457884234020509e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Smooth muscle cells,TGFB2,ACVR1B_TGFbR2,6.884835646663785e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,Smooth muscle cells,TGFB2,ACVR1B_TGFbR2,5.795438333432456e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,Smooth muscle cells,TGFB2,ACVR1B_TGFbR2,5.154867318357945e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,Smooth muscle cells,TGFB2,ACVR1B_TGFbR2,9.114314278011016e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,T/NK cells,TGFB2,ACVR1B_TGFbR2,5.242480868563502e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,T/NK cells,TGFB2,ACVR1B_TGFbR2,5.628121999522571e-6,0,TGFB2_ACVR1B_TGFBR2,TGFB2 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,B/Plasma cells,TGFB3,ACVR1B_TGFbR2,1.839554747100112e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
B/Plasma cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,1.2835811348170255e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,1.2095699943035022e-4,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnEpi cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,9.034091239426516e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,1.8104184219254554e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Epithelial cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,1.6304584267923005e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Erythrocytes,Endothelial cells,TGFB3,ACVR1B_TGFbR2,8.557820238557547e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mast cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,7.833822387235818e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,1.7484681498735927e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,1.8144803469424712e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,2.4933368891834817e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,Endothelial cells,TGFB3,ACVR1B_TGFbR2,1.6652546452431416e-05,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,EnEpi cells,TGFB3,ACVR1B_TGFbR2,1.5374028191450563e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,EnS cells,TGFB3,ACVR1B_TGFbR2,3.145468466895207e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,EnS cells,TGFB3,ACVR1B_TGFbR2,4.7076416345357616e-6,0.02,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,EnS cells,TGFB3,ACVR1B_TGFbR2,4.546553574251746e-6,0.03,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,EnS cells,TGFB3,ACVR1B_TGFbR2,4.718193094830969e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,EnS cells,TGFB3,ACVR1B_TGFbR2,6.483452714094027e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Epithelial cells,TGFB3,ACVR1B_TGFbR2,4.1420651822278024e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,Epithelial cells,TGFB3,ACVR1B_TGFbR2,6.199311685999004e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Epithelial cells,Epithelial cells,TGFB3,ACVR1B_TGFbR2,5.583090191373451e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Epithelial cells,TGFB3,ACVR1B_TGFbR2,5.987180436747018e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,Epithelial cells,TGFB3,ACVR1B_TGFbR2,6.213210528092873e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,Epithelial cells,TGFB3,ACVR1B_TGFbR2,8.537803499122018e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,Epithelial cells,TGFB3,ACVR1B_TGFbR2,5.702222089886871e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Erythrocytes,TGFB3,ACVR1B_TGFbR2,1.3173767164956389e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Mast cells,TGFB3,ACVR1B_TGFbR2,1.2757392600670847e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Mesenchymal cells,TGFB3,ACVR1B_TGFbR2,2.7433488485859808e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,Mesenchymal cells,TGFB3,ACVR1B_TGFbR2,5.65458784170924e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Myeloid cells,TGFB3,ACVR1B_TGFbR2,3.202625298307802e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,Myeloid cells,TGFB3,ACVR1B_TGFbR2,4.793164180906885e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Myeloid cells,TGFB3,ACVR1B_TGFbR2,4.629149776539318e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,Myeloid cells,TGFB3,ACVR1B_TGFbR2,4.8039066348028365e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,Myeloid cells,TGFB3,ACVR1B_TGFbR2,6.6012368857593865e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,Smooth muscle cells,TGFB3,ACVR1B_TGFbR2,3.755773269796484e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
EnS cells,Smooth muscle cells,TGFB3,ACVR1B_TGFbR2,5.6210468973405e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Epithelial cells,Smooth muscle cells,TGFB3,ACVR1B_TGFbR2,5.062307751275785e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Mesenchymal cells,Smooth muscle cells,TGFB3,ACVR1B_TGFbR2,5.428703565675554e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Myeloid cells,Smooth muscle cells,TGFB3,ACVR1B_TGFbR2,5.6336455225052665e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,Smooth muscle cells,TGFB3,ACVR1B_TGFbR2,7.741411766550455e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
T/NK cells,Smooth muscle cells,TGFB3,ACVR1B_TGFbR2,5.170320237327146e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Endothelial cells,T/NK cells,TGFB3,ACVR1B_TGFbR2,2.3192283886112237e-5,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
Smooth muscle cells,T/NK cells,TGFB3,ACVR1B_TGFbR2,4.7803463161565136e-6,0,TGFB3_ACVR1B_TGFBR2,TGFB3 - (ACVR1B+TGFBR2),TGFb,Secreted Signaling,PMID: 27449815
B/Plasma cells,Endothelial cells,TGFB1,ACVR1_TGFbR,1.1349685628306008e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Endothelial cells,Endothelial cells,TGFB1,ACVR1_TGFbR,2.063540520239893e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
EnEpi cells,Endothelial cells,TGFB1,ACVR1_TGFbR,6.59020367919383e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
EnS cells,Endothelial cells,TGFB1,ACVR1_TGFbR,2.004546408346831e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Epithelial cells,Endothelial cells,TGFB1,ACVR1_TGFbR,2.0381063937254491e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Erythrocytes,Endothelial cells,TGFB1,ACVR1_TGFbR,1.1493796923061568e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Mesenchymal cells,Endothelial cells,TGFB1,ACVR1_TGFbR,2.2886105273646243e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Myeloid cells,Endothelial cells,TGFB1,ACVR1_TGFbR,1.541310385527168e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Smooth muscle cells,Endothelial cells,TGFB1,ACVR1_TGFbR,1.2680086726845328e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
T/NK cells,Endothelial cells,TGFB1,ACVR1_TGFbR,2.4626045132005754e-4,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Endothelial cells,EnS cells,TGFB1,ACVR1_TGFbR,6.486871805695251e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
EnS cells,EnS cells,TGFB1,ACVR1_TGFbR,6.30139454235439e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Epithelial cells,EnS cells,TGFB1,ACVR1_TGFbR,6.406906824663183e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Mesenchymal cells,EnS cells,TGFB1,ACVR1_TGFbR,7.194504836913672e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
T/NK cells,EnS cells,TGFB1,ACVR1_TGFbR,7.741566894777248e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Endothelial cells,Epithelial cells,TGFB1,ACVR1_TGFbR,7.808454625335385e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
EnS cells,Epithelial cells,TGFB1,ACVR1_TGFbR,7.585192590273075e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Epithelial cells,Epithelial cells,TGFB1,ACVR1_TGFbR,7.712199482039854e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Mesenchymal cells,Epithelial cells,TGFB1,ACVR1_TGFbR,8.660242603531545e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Myeloid cells,Epithelial cells,TGFB1,ACVR1_TGFbR,5.832142057415304e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
T/NK cells,Epithelial cells,TGFB1,ACVR1_TGFbR,9.318747326229214e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Endothelial cells,Mesenchymal cells,TGFB1,ACVR1_TGFbR,6.248513011427551e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
EnS cells,Mesenchymal cells,TGFB1,ACVR1_TGFbR,6.069850658958187e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Epithelial cells,Mesenchymal cells,TGFB1,ACVR1_TGFbR,6.171486146123646e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Mesenchymal cells,Mesenchymal cells,TGFB1,ACVR1_TGFbR,6.930146011924999e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
T/NK cells,Mesenchymal cells,TGFB1,ACVR1_TGFbR,7.457108021099436e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Mesenchymal cells,Myeloid cells,TGFB1,ACVR1_TGFbR,6.183473637131721e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
T/NK cells,Myeloid cells,TGFB1,ACVR1_TGFbR,6.653663134977959e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Mesenchymal cells,Smooth muscle cells,TGFB1,ACVR1_TGFbR,6.16305979293852e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
T/NK cells,Smooth muscle cells,TGFB1,ACVR1_TGFbR,6.63169713108634e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
T/NK cells,T/NK cells,TGFB1,ACVR1_TGFbR,5.894728285377131e-5,0,TGFB1_ACVR1_TGFBR1,TGFB1 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
B/Plasma cells,Endothelial cells,TGFB2,ACVR1_TGFbR,1.635686043648404e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Endothelial cells,Endothelial cells,TGFB2,ACVR1_TGFbR,3.047638338917307e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
EnEpi cells,Endothelial cells,TGFB2,ACVR1_TGFbR,1.0205282345578952e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
EnS cells,Endothelial cells,TGFB2,ACVR1_TGFbR,2.9041282518710495e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Epithelial cells,Endothelial cells,TGFB2,ACVR1_TGFbR,2.970135114315515e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Erythrocytes,Endothelial cells,TGFB2,ACVR1_TGFbR,1.6596116544495603e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Mesenchymal cells,Endothelial cells,TGFB2,ACVR1_TGFbR,3.304193048244833e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Myeloid cells,Endothelial cells,TGFB2,ACVR1_TGFbR,2.2493628622471205e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
Smooth muscle cells,Endothelial cells,TGFB2,ACVR1_TGFbR,1.9291637564874344e-5,0,TGFB2_ACVR1_TGFBR1,TGFB2 - (ACVR1+TGFBR1),TGFb,Secreted Signaling,PMID: 29376829
