source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
EnEpi cells,EnS cells,BMP4,BMPR1B_ACVR2B,1.329205635518769e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,EnS cells,BMP4,BMPR1B_ACVR2B,5.488514340303515e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,EnS cells,BMP4,BMPR1B_ACVR2B,4.270678886639379e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,EnS cells,BMP4,BMPR1B_ACVR2B,8.787420766025187e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,EnS cells,BMP4,BMPR1B_ACVR2B,2.9509270352967743e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,EnS cells,BMP4,BMPR1B_ACVR2B,5.110195373047991e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Epithelial cells,BMP4,BMPR1B_ACVR2B,2.1319436219092895e-5,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Epithelial cells,BMP4,BMPR1B_ACVR2B,1.7151684238955425e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Epithelial cells,BMP4,BMPR1B_ACVR2B,7.082204131976492e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Epithelial cells,BMP4,BMPR1B_ACVR2B,5.510750259518492e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Epithelial cells,BMP4,BMPR1B_ACVR2B,1.133903500655878e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Epithelial cells,BMP4,BMPR1B_ACVR2B,3.8077925522840264e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Epithelial cells,BMP4,BMPR1B_ACVR2B,6.594036044085947e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Erythrocytes,BMP4,BMPR1B_ACVR2B,2.810839563676191e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Erythrocytes,BMP4,BMPR1B_ACVR2B,2.2612983216153877e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Erythrocytes,BMP4,BMPR1B_ACVR2B,9.337323657913894e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Erythrocytes,BMP4,BMPR1B_ACVR2B,7.265477768802814e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Erythrocytes,BMP4,BMPR1B_ACVR2B,8.693702283789661e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Mast cells,BMP4,BMPR1B_ACVR2B,1.9486644749785163e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Mast cells,BMP4,BMPR1B_ACVR2B,6.473262014001584e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Mast cells,BMP4,BMPR1B_ACVR2B,5.036918593136759e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Mast cells,BMP4,BMPR1B_ACVR2B,6.027060031580517e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Mesenchymal cells,BMP4,BMPR1B_ACVR2B,1.2168838137526079e-5,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Mesenchymal cells,BMP4,BMPR1B_ACVR2B,9.789828860122276e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Mesenchymal cells,BMP4,BMPR1B_ACVR2B,4.04239128016551e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Mesenchymal cells,BMP4,BMPR1B_ACVR2B,3.1454323609654677e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Mesenchymal cells,BMP4,BMPR1B_ACVR2B,6.472086300421355e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Mesenchymal cells,BMP4,BMPR1B_ACVR2B,2.173408003093992e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Mesenchymal cells,BMP4,BMPR1B_ACVR2B,3.7637514577360634e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Myeloid cells,BMP4,BMPR1B_ACVR2B,1.0795572597277696e-5,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Myeloid cells,BMP4,BMPR1B_ACVR2B,8.685017015679296e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Myeloid cells,BMP4,BMPR1B_ACVR2B,3.5861977367746492e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Myeloid cells,BMP4,BMPR1B_ACVR2B,2.7904624194364527e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Myeloid cells,BMP4,BMPR1B_ACVR2B,5.741691434756739e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Myeloid cells,BMP4,BMPR1B_ACVR2B,1.9281320253912624e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Myeloid cells,BMP4,BMPR1B_ACVR2B,3.3390026519986354e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Smooth muscle cells,BMP4,BMPR1B_ACVR2B,1.6245398616134703e-5,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Smooth muscle cells,BMP4,BMPR1B_ACVR2B,1.306946039995782e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Smooth muscle cells,BMP4,BMPR1B_ACVR2B,5.3966033753453745e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Smooth muscle cells,BMP4,BMPR1B_ACVR2B,4.199161485485897e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Smooth muscle cells,BMP4,BMPR1B_ACVR2B,8.640261538780867e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Smooth muscle cells,BMP4,BMPR1B_ACVR2B,2.9015089049161944e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Smooth muscle cells,BMP4,BMPR1B_ACVR2B,5.024619307095282e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,T/NK cells,BMP4,BMPR1B_ACVR2B,4.210096415479764e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,T/NK cells,BMP4,BMPR1B_ACVR2B,3.38699381169765e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,T/NK cells,BMP4,BMPR1B_ACVR2B,1.3985525244322009e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,T/NK cells,BMP4,BMPR1B_ACVR2B,1.0882297098684988e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,T/NK cells,BMP4,BMPR1B_ACVR2B,2.2391516857007697e-7,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,T/NK cells,BMP4,BMPR1B_ACVR2B,1.302150445852743e-6,0,BMP4_BMPR1B_ACVR2B,BMP4 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,B/Plasma cells,BMP4,BMPR1B_BMPR2,8.122317646563477e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,B/Plasma cells,BMP4,BMPR1B_BMPR2,2.6981480468335433e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,B/Plasma cells,BMP4,BMPR1B_BMPR2,2.0994594735132024e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,B/Plasma cells,BMP4,BMPR1B_BMPR2,2.5121645396045536e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
B/Plasma cells,Endothelial cells,BMP4,BMPR1B_BMPR2,4.774940558648582e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Endothelial cells,BMP4,BMPR1B_BMPR2,1.0371233102297761e-4,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Endothelial cells,BMP4,BMPR1B_BMPR2,8.344349685348095e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Endothelial cells,BMP4,BMPR1B_BMPR2,3.445438367557108e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Endothelial cells,BMP4,BMPR1B_BMPR2,2.6809488808317733e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Erythrocytes,Endothelial cells,BMP4,BMPR1B_BMPR2,4.2231655189997184e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mast cells,Endothelial cells,BMP4,BMPR1B_BMPR2,3.664069672907817e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Endothelial cells,BMP4,BMPR1B_BMPR2,5.516486692530327e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Endothelial cells,BMP4,BMPR1B_BMPR2,1.8525123678168978e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Endothelial cells,BMP4,BMPR1B_BMPR2,3.2079613353001685e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
T/NK cells,Endothelial cells,BMP4,BMPR1B_BMPR2,6.212574232011886e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
B/Plasma cells,EnEpi cells,BMP4,BMPR1B_BMPR2,7.513080305523859e-8,0.02,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,EnEpi cells,BMP4,BMPR1B_BMPR2,1.6319928000594742e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,EnEpi cells,BMP4,BMPR1B_BMPR2,1.3129416817531955e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,EnEpi cells,BMP4,BMPR1B_BMPR2,5.4213607441944095e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,EnEpi cells,BMP4,BMPR1B_BMPR2,4.218425441532597e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,EnEpi cells,BMP4,BMPR1B_BMPR2,8.679898873218437e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,EnEpi cells,BMP4,BMPR1B_BMPR2,2.9148195965752825e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,EnEpi cells,BMP4,BMPR1B_BMPR2,5.047670110241084e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
T/NK cells,EnEpi cells,BMP4,BMPR1B_BMPR2,9.775111164267334e-8,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
B/Plasma cells,EnS cells,BMP4,BMPR1B_BMPR2,1.6197200177408824e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,EnS cells,BMP4,BMPR1B_BMPR2,3.5182800342344925e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,EnS cells,BMP4,BMPR1B_BMPR2,2.830522500041933e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,EnS cells,BMP4,BMPR1B_BMPR2,1.168763588984767e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,EnS cells,BMP4,BMPR1B_BMPR2,9.094299539272261e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Erythrocytes,EnS cells,BMP4,BMPR1B_BMPR2,1.4325509206647108e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mast cells,EnS cells,BMP4,BMPR1B_BMPR2,1.2428985262910132e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,EnS cells,BMP4,BMPR1B_BMPR2,1.8712682985255367e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,EnS cells,BMP4,BMPR1B_BMPR2,6.283960831745543e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,EnS cells,BMP4,BMPR1B_BMPR2,1.0882028081644801e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
T/NK cells,EnS cells,BMP4,BMPR1B_BMPR2,2.1073836681390162e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
B/Plasma cells,Epithelial cells,BMP4,BMPR1B_BMPR2,1.621353867208617e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Epithelial cells,BMP4,BMPR1B_BMPR2,3.5218148349463086e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Epithelial cells,BMP4,BMPR1B_BMPR2,2.8333768455809486e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Epithelial cells,BMP4,BMPR1B_BMPR2,1.1699408337495623e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Epithelial cells,BMP4,BMPR1B_BMPR2,9.103461748315242e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Erythrocytes,Epithelial cells,BMP4,BMPR1B_BMPR2,1.4339959713700201e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mast cells,Epithelial cells,BMP4,BMPR1B_BMPR2,1.2441522724928243e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Epithelial cells,BMP4,BMPR1B_BMPR2,1.8731554858402538e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Epithelial cells,BMP4,BMPR1B_BMPR2,6.290299272928074e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Epithelial cells,BMP4,BMPR1B_BMPR2,1.0892991375344821e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
T/NK cells,Epithelial cells,BMP4,BMPR1B_BMPR2,2.1095094235180465e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Erythrocytes,BMP4,BMPR1B_BMPR2,8.137952199838047e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Erythrocytes,BMP4,BMPR1B_BMPR2,2.703341682805859e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Erythrocytes,BMP4,BMPR1B_BMPR2,2.1035007005018238e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Erythrocytes,BMP4,BMPR1B_BMPR2,2.5170001781423013e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Mast cells,BMP4,BMPR1B_BMPR2,5.864141666076857e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Mast cells,BMP4,BMPR1B_BMPR2,1.9480055828734898e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Mast cells,BMP4,BMPR1B_BMPR2,1.5157651308737226e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Mast cells,BMP4,BMPR1B_BMPR2,1.8137294194336494e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Mesenchymal cells,BMP4,BMPR1B_BMPR2,1.0359356343646556e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Mesenchymal cells,BMP4,BMPR1B_BMPR2,8.334085829575757e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Mesenchymal cells,BMP4,BMPR1B_BMPR2,3.441291512280775e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Mesenchymal cells,BMP4,BMPR1B_BMPR2,2.6777092622921964e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Mesenchymal cells,BMP4,BMPR1B_BMPR2,5.50968981269722e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Mesenchymal cells,BMP4,BMPR1B_BMPR2,1.8502230079552448e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Mesenchymal cells,BMP4,BMPR1B_BMPR2,3.204084837873283e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
T/NK cells,Mesenchymal cells,BMP4,BMPR1B_BMPR2,6.204889841855865e-8,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Myeloid cells,BMP4,BMPR1B_BMPR2,4.326888521275375e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Myeloid cells,BMP4,BMPR1B_BMPR2,3.480952636974178e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Myeloid cells,BMP4,BMPR1B_BMPR2,1.4373498168396865e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Myeloid cells,BMP4,BMPR1B_BMPR2,1.118418333489187e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Myeloid cells,BMP4,BMPR1B_BMPR2,2.3012681506491321e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Myeloid cells,BMP4,BMPR1B_BMPR2,7.727945182724501e-8,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
